sample_idx,sensor_idx,distance_cm,x_cm,y_cm,z_cm,pose_x_cm,pose_y_cm,pose_z_cm,heading_deg
24,12,692.030029,726.169617,-634.250305,20.001301,1719.970703,-579.980530,20.001301,-38.400009
25,1,602.890015,2615.993652,-969.170715,-186.199234,1779.980469,-639.941528,20.001301,-38.900009
25,5,467.440002,2409.705078,-1051.694458,-177.547379,1779.980469,-639.941528,20.001301,-38.900009
25,6,459.140015,2309.656494,-1163.707153,-174.039658,1779.980469,-639.941528,20.001301,-38.900009
25,7,402.799988,2196.370850,-187.601547,-117.764412,1779.980469,-639.941528,20.001301,-38.900009
25,8,410.700012,1421.187988,-1148.295898,-120.466377,1779.980469,-639.941528,20.001301,-38.900009
25,9,702.349976,1646.990601,394.407104,20.001301,1779.980469,-639.941528,20.001301,-38.900009
25,10,257.820007,1380.533203,-214.832367,20.001301,1779.980469,-639.941528,20.001301,-38.900009
25,11,255.559998,1300.656738,-317.423157,20.001301,1779.980469,-639.941528,20.001301,-38.900009
25,12,680.320007,797.451538,-685.311951,20.001301,1779.980469,-639.941528,20.001301,-38.900009
26,1,602.890015,2615.993652,-969.170715,-186.199234,1779.980469,-639.941528,20.001301,-38.900009
26,5,467.440002,2409.705078,-1051.694458,-177.547379,1779.980469,-639.941528,20.001301,-38.900009
26,6,459.140015,2309.656494,-1163.707153,-174.039658,1779.980469,-639.941528,20.001301,-38.900009
26,7,402.799988,2196.370850,-187.601547,-117.764412,1779.980469,-639.941528,20.001301,-38.900009
26,8,410.700012,1421.187988,-1148.295898,-120.466377,1779.980469,-639.941528,20.001301,-38.900009
26,9,702.349976,1646.990601,394.407104,20.001301,1779.980469,-639.941528,20.001301,-38.900009
26,10,257.820007,1380.533203,-214.832367,20.001301,1779.980469,-639.941528,20.001301,-38.900009
26,11,255.559998,1300.656738,-317.423157,20.001301,1779.980469,-639.941528,20.001301,-38.900009
26,12,680.320007,797.451538,-685.311951,20.001301,1779.980469,-639.941528,20.001301,-38.900009
27,1,602.890015,2615.993652,-969.170715,-186.199234,1779.980469,-639.941528,20.001301,-38.900009
27,5,467.440002,2409.705078,-1051.694458,-177.547379,1779.980469,-639.941528,20.001301,-38.900009
27,6,459.140015,2309.656494,-1163.707153,-174.039658,1779.980469,-639.941528,20.001301,-38.900009
27,7,402.799988,2196.370850,-187.601547,-117.764412,1779.980469,-639.941528,20.001301,-38.900009
