step_idx	elapsed_s	status	reverse_active	obstacle_added	stuck_detection_armed	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_speed	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_dist_cm	goal_x_cm	goal_y_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	path_len	waypoint_idx	waypoint_distance_cm	goals_reached	throttle_cmd	steering_cmd	obstacle_total
95	21.911	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	245.800	139.990	610.058	70.001	-155.800	0.000	0.000	1.100	91.700	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.667	0
96	22.176	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	245.800	139.990	610.058	70.001	-155.800	0.000	0.000	1.100	91.700	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.667	0
97	22.412	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	245.800	139.990	610.058	70.001	-155.800	0.000	0.000	1.100	91.700	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.667	0
98	22.640	Running | Goals: 0	0	0	1	-5665.800	-10085.900	1440.700	244.800	119.971	600.000	70.001	-154.800	0.224	22.404	1.800	91.800	0.100	0.000	0.000	5074.672	-3620.020	-2829.980	-237.404	252.635	98	92	91	85	581	57	498.376	0	30.000	0.542	0
99	22.886	Running | Goals: 0	0	0	1	-5665.800	-10085.900	1440.700	244.800	119.971	600.000	70.001	-154.800	0.000	0.000	1.800	91.800	0.000	0.000	0.000	5074.672	-3620.020	-2829.980	-237.404	252.635	98	92	91	85	581	57	498.376	0	30.000	0.542	0
100	23.118	Running | Goals: 0	0	0	1	-5665.800	-10085.900	1440.700	244.800	119.971	600.000	70.001	-154.800	0.000	0.000	1.800	91.800	0.000	0.000	0.000	5074.672	-3620.020	-2829.980	-237.404	252.635	98	92	91	85	581	57	498.376	0	30.000	0.542	0
101	23.351	Running | Goals: 0	0	0	1	-5665.800	-10085.900	1440.700	244.800	119.971	600.000	70.001	-154.800	0.000	0.000	1.800	91.800	0.000	0.000	0.000	5074.672	-3620.020	-2829.980	-237.404	252.635	98	92	91	85	581	57	498.376	0	30.000	0.542	0
102	23.576	Running | Goals: 0	0	0	1	-5666.000	-10086.101	1440.800	243.500	100.000	579.980	79.999	-153.500	0.300	29.993	2.500	92.100	0.300	0.000	0.000	5046.422	-3620.020	-2829.980	-237.371	252.668	98	92	91	85	581	57	470.055	0	30.000	0.504	0
103	23.803	Running | Goals: 0	0	0	1	-5666.000	-10086.101	1440.800	243.500	100.000	579.980	79.999	-153.500	0.000	0.000	2.500	92.100	0.000	0.000	0.000	5046.422	-3620.020	-2829.980	-237.371	252.668	98	92	91	85	581	57	470.055	0	30.000	0.504	0
104	24.036	Running | Goals: 0	0	0	1	-5666.000	-10086.101	1440.800	243.500	100.000	579.980	79.999	-153.500	0.000	0.000	2.500	92.100	0.000	0.000	0.000	5046.422	-3620.020	-2829.980	-237.371	252.668	98	92	91	85	581	57	470.055	0	30.000	0.504	0
105	24.278	Running | Goals: 0	0	0	1	-5666.000	-10086.101	1440.800	243.500	100.000	579.980	79.999	-153.500	0.000	0.000	2.500	92.100	0.000	0.000	0.000	5046.422	-3620.020	-2829.980	-237.371	252.668	98	92	91	85	581	57	470.055	0	30.000	0.504	0
106	24.530	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	240.400	89.990	590.039	79.999	-150.400	0.142	14.191	0.400	92.200	0.100	0.000	0.000	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.465	0
107	24.778	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	240.400	89.990	590.039	79.999	-150.400	0.000	0.000	0.400	92.200	0.000	0.000	0.000	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.465	0
108	25.030	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	240.400	89.990	590.039	79.999	-150.400	0.000	0.000	0.400	92.200	0.000	0.000	0.000	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.465	0
109	25.278	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	240.400	89.990	590.039	79.999	-150.400	0.000	0.000	0.400	92.200	0.000	0.000	0.000	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.465	0
110	25.505	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.800	89.990	590.039	79.999	-149.800	0.000	0.000	0.000	92.200	0.000	0.000	0.227	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.448	0
111	25.733	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.800	89.990	590.039	79.999	-149.800	0.000	0.000	0.000	92.200	0.000	0.000	0.455	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.448	0
112	25.959	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.800	89.990	590.039	79.999	-149.800	0.000	0.000	0.000	92.200	0.000	0.000	0.682	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.448	0
113	26.215	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.800	89.990	590.039	79.999	-149.800	0.000	0.000	0.000	92.200	0.000	0.000	0.937	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.448	0
114	26.443	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.600	89.990	590.039	79.999	-149.600	0.000	0.000	0.000	92.300	0.100	0.000	1.165	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.442	0
115	26.668	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.600	89.990	590.039	79.999	-149.600	0.000	0.000	0.000	92.300	0.000	0.000	1.390	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.442	0
116	26.894	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.600	89.990	590.039	79.999	-149.600	0.000	0.000	0.000	92.300	0.000	0.000	1.616	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.442	0
117	27.121	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.600	89.990	590.039	79.999	-149.600	0.000	0.000	0.000	92.300	0.000	0.000	1.843	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.442	0
118	27.354	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.600	89.990	590.039	79.999	-149.600	0.000	0.000	0.000	92.300	0.000	0.000	2.076	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.442	0
119	27.603	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.400	89.990	590.039	79.999	-149.400	0.000	0.000	0.100	92.300	0.000	0.000	2.326	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.436	0
120	27.833	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.400	89.990	590.039	79.999	-149.400	0.000	0.000	0.100	92.300	0.000	0.000	2.556	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.436	0
121	28.062	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.400	89.990	590.039	79.999	-149.400	0.000	0.000	0.100	92.300	0.000	0.000	2.784	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.436	0
122	28.288	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.400	89.990	590.039	79.999	-149.400	0.000	0.000	0.100	92.300	0.000	0.000	3.010	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.436	0
123	28.528	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.100	89.990	590.039	79.999	-149.100	0.000	0.000	0.000	92.300	0.000	0.000	3.250	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.428	0
124	28.754	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.100	89.990	590.039	79.999	-149.100	0.000	0.000	0.000	92.300	0.000	0.000	3.476	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.428	0
125	28.991	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.100	89.990	590.039	79.999	-149.100	0.000	0.000	0.000	92.300	0.000	0.000	3.713	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.428	0
126	29.222	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	239.100	89.990	590.039	79.999	-149.100	0.000	0.000	0.000	92.300	0.000	0.000	3.944	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.428	0
127	29.483	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.900	89.990	590.039	79.999	-148.900	0.000	0.000	0.000	92.300	0.000	0.000	4.205	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.422	0
128	29.707	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.900	89.990	590.039	79.999	-148.900	0.000	0.000	0.000	92.300	0.000	0.000	4.429	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.422	0
129	29.936	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.900	89.990	590.039	79.999	-148.900	0.000	0.000	0.000	92.300	0.000	0.000	4.658	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.422	0
130	30.167	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.900	89.990	590.039	79.999	-148.900	0.000	0.000	0.000	92.300	0.000	0.000	4.890	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.422	0
131	30.412	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.700	89.990	590.039	79.999	-148.700	0.000	0.000	0.000	92.300	0.000	0.000	5.134	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.416	0
132	30.654	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.700	89.990	590.039	79.999	-148.700	0.000	0.000	0.000	92.300	0.000	0.000	5.376	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.416	0
133	30.896	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.700	89.990	590.039	79.999	-148.700	0.000	0.000	0.000	92.300	0.000	0.000	5.618	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.416	0
134	31.122	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.700	89.990	590.039	79.999	-148.700	0.000	0.000	0.000	92.300	0.000	0.000	5.844	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.416	0
135	31.353	Running | Goals: 0	0	0	1	-5666.100	-10086.000	1440.800	238.700	89.990	590.039	79.999	-148.700	0.000	0.000	0.000	92.300	0.000	0.000	6.075	5045.860	-3620.020	-2829.980	-237.403	252.636	98	92	91	85	581	57	470.136	0	30.000	0.416	0
136	31.609	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.500	79.980	590.039	79.999	-148.500	0.100	10.010	0.100	92.300	0.000	0.000	0.000	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.437	0
137	31.839	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.500	79.980	590.039	79.999	-148.500	0.000	0.000	0.100	92.300	0.000	0.000	0.230	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.437	0
138	32.065	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.500	79.980	590.039	79.999	-148.500	0.000	0.000	0.100	92.300	0.000	0.000	0.456	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.437	0
139	32.300	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.500	79.980	590.039	79.999	-148.500	0.000	0.000	0.100	92.300	0.000	0.000	0.691	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.437	0
140	32.530	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.200	79.980	590.039	79.999	-148.200	0.000	0.000	0.000	92.400	0.100	0.000	0.921	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.428	0
141	32.760	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.200	79.980	590.039	79.999	-148.200	0.000	0.000	0.000	92.400	0.000	0.000	1.151	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.428	0
142	32.992	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.200	79.980	590.039	79.999	-148.200	0.000	0.000	0.000	92.400	0.000	0.000	1.383	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.428	0
143	33.222	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.200	79.980	590.039	79.999	-148.200	0.000	0.000	0.000	92.400	0.000	0.000	1.613	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.428	0
144	33.450	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.000	79.980	590.039	79.999	-148.000	0.000	0.000	0.000	92.400	0.000	0.000	1.841	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.423	0
145	33.677	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.000	79.980	590.039	79.999	-148.000	0.000	0.000	0.000	92.400	0.000	0.000	2.068	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.423	0
146	33.908	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.000	79.980	590.039	79.999	-148.000	0.000	0.000	0.000	92.400	0.000	0.000	2.299	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.423	0
147	34.138	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	238.000	79.980	590.039	79.999	-148.000	0.000	0.000	0.000	92.400	0.000	0.000	2.529	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.423	0
148	34.373	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.800	79.980	590.039	79.999	-147.800	0.000	0.000	0.000	92.400	0.000	0.000	2.764	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.417	0
149	34.644	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.800	79.980	590.039	79.999	-147.800	0.000	0.000	0.000	92.400	0.000	0.000	3.035	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.417	0
150	34.873	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.800	79.980	590.039	79.999	-147.800	0.000	0.000	0.000	92.400	0.000	0.000	3.264	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.417	0
151	35.100	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.800	79.980	590.039	79.999	-147.800	0.000	0.000	0.000	92.400	0.000	0.000	3.491	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.417	0
152	35.333	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.800	79.980	590.039	79.999	-147.800	0.000	0.000	0.000	92.400	0.000	0.000	3.724	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.417	0
153	35.560	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.500	79.980	590.039	79.999	-147.500	0.000	0.000	0.100	92.400	0.000	0.000	3.951	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.408	0
154	35.787	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.500	79.980	590.039	79.999	-147.500	0.000	0.000	0.100	92.400	0.000	0.000	4.178	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.408	0
155	36.036	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.500	79.980	590.039	79.999	-147.500	0.000	0.000	0.100	92.400	0.000	0.000	4.427	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.408	0
156	36.270	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.500	79.980	590.039	79.999	-147.500	0.000	0.000	0.100	92.400	0.000	0.000	4.661	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.408	0
157	36.499	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.300	79.980	590.039	79.999	-147.300	0.000	0.000	0.000	92.400	0.000	0.000	4.890	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.403	0
158	36.726	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.300	79.980	590.039	79.999	-147.300	0.000	0.000	0.000	92.400	0.000	0.000	5.117	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.403	0
159	36.953	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.300	79.980	590.039	79.999	-147.300	0.000	0.000	0.000	92.400	0.000	0.000	5.344	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.403	0
160	37.209	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.300	79.980	590.039	79.999	-147.300	0.000	0.000	0.000	92.400	0.000	0.000	5.600	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.403	0
161	37.446	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.100	79.980	590.039	79.999	-147.100	0.000	0.000	0.000	92.400	0.000	0.000	5.837	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.397	0
162	37.679	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.100	79.980	590.039	79.999	-147.100	0.000	0.000	0.000	92.400	0.000	0.000	6.069	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.397	0
163	37.905	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.100	79.980	590.039	79.999	-147.100	0.000	0.000	0.000	92.400	0.000	0.000	6.296	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.397	0
164	38.132	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.100	79.980	590.039	79.999	-147.100	0.000	0.000	0.000	92.400	0.000	0.000	6.523	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.397	0
165	38.362	Running | Goals: 0	0	0	1	-5666.200	-10086.000	1440.800	237.100	79.980	590.039	79.999	-147.100	0.000	0.000	0.000	92.400	0.000	0.000	6.753	5038.505	-3620.020	-2829.980	-230.548	259.491	98	92	91	85	582	57	453.530	0	30.000	0.397	0
166	38.627	Recovering: reverse | Goals: 0	1	1	1	-5666.200	-10086.000	1440.800	236.900	79.980	590.039	79.999	-146.900	0.000	0.000	0.100	92.400	0.000	0.000	0.000	5038.505	-3620.020	-2829.980	443.093	933.767	98	92	105	99	737	51	500.000	0	-60.000	0.350	20
167	38.912	Recovering: reverse | Goals: 0	1	0	1	-5666.200	-10086.000	1440.800	236.900	79.980	590.039	79.999	-146.900	0.000	0.000	0.100	92.400	0.000	0.000	0.284	5038.505	-3620.020	-2829.980	443.093	933.767	98	92	105	99	737	51	500.000	0	-60.000	0.350	20
168	39.193	Recovering: reverse | Goals: 0	1	0	1	-5666.200	-10086.000	1440.800	236.900	79.980	590.039	79.999	-146.900	0.000	0.000	0.100	92.400	0.000	0.000	0.565	5038.505	-3620.020	-2829.980	443.093	933.767	98	92	105	99	737	51	500.000	0	-60.000	0.350	20
169	39.458	Recovering: reverse | Goals: 0	1	0	1	-5666.200	-10085.900	1440.800	236.900	79.980	600.000	79.999	-146.900	0.100	9.961	-1.400	92.500	0.100	9.961	0.831	5045.272	-3620.020	-2829.980	447.936	938.539	98	92	105	99	736	51	500.000	0	-60.000	0.350	20
170	39.726	Recovering: reverse | Goals: 0	1	0	1	-5666.200	-10085.900	1440.800	236.900	79.980	600.000	79.999	-146.900	0.000	0.000	-1.400	92.500	0.000	9.961	1.099	5045.272	-3620.020	-2829.980	447.936	938.539	98	92	105	99	736	51	500.000	0	-60.000	0.350	20
171	40.002	Recovering: reverse | Goals: 0	1	0	1	-5666.200	-10085.900	1440.800	236.900	79.980	600.000	79.999	-146.900	0.000	0.000	-1.400	92.500	0.000	9.961	1.374	5045.272	-3620.020	-2829.980	447.936	938.539	98	92	105	99	736	51	500.000	0	-60.000	0.350	20
172	40.280	Recovering: reverse | Goals: 0	1	0	1	-5666.200	-10085.900	1440.800	236.900	79.980	600.000	79.999	-146.900	0.000	0.000	-1.400	92.500	0.000	9.961	1.652	5045.272	-3620.020	-2829.980	447.936	938.539	98	92	105	99	736	51	500.000	0	-60.000	0.350	20
173	40.562	Recovering: reverse | Goals: 0	1	0	1	-5666.000	-10085.800	1440.800	237.300	100.000	610.058	79.999	-147.300	0.224	22.404	-2.800	92.700	0.200	28.312	1.935	5066.795	-3620.020	-2829.980	463.418	936.582	98	92	105	99	734	51	488.559	0	-60.000	0.350	20
174	40.835	Recovering: reverse | Goals: 0	1	0	1	-5666.000	-10085.800	1440.800	237.300	100.000	610.058	79.999	-147.300	0.000	0.000	-2.800	92.700	0.000	28.312	2.208	5066.795	-3620.020	-2829.980	463.418	936.582	98	92	105	99	734	51	488.559	0	-60.000	0.350	20
175	41.113	Recovering: reverse | Goals: 0	1	0	1	-5666.000	-10085.800	1440.800	237.300	100.000	610.058	79.999	-147.300	0.000	0.000	-2.800	92.700	0.000	28.312	2.485	5066.795	-3620.020	-2829.980	463.418	936.582	98	92	105	99	734	51	488.559	0	-60.000	0.350	20
176	41.378	Recovering: reverse | Goals: 0	1	0	1	-5666.000	-10085.800	1440.800	237.300	100.000	610.058	79.999	-147.300	0.000	0.000	-2.800	92.700	0.000	28.312	2.751	5066.795	-3620.020	-2829.980	463.418	936.582	98	92	105	99	734	51	488.559	0	-60.000	0.350	20
177	41.719	Recovering: reverse | Goals: 0	1	0	1	-5665.600	-10085.500	1440.700	238.000	139.990	640.039	70.001	-148.000	0.510	50.971	-4.600	93.200	0.500	78.110	3.091	5116.513	-3620.020	-2829.980	498.508	901.492	99	93	106	98	729	51	443.726	0	-60.000	0.350	20
178	41.985	Recovering: reverse | Goals: 0	1	0	1	-5665.600	-10085.500	1440.700	238.000	139.990	640.039	70.001	-148.000	0.000	0.000	-4.600	93.200	0.000	78.110	3.357	5116.513	-3620.020	-2829.980	498.508	901.492	99	93	106	98	729	51	443.726	0	-60.000	0.350	20
179	42.250	Recovering: reverse | Goals: 0	1	0	1	-5665.600	-10085.500	1440.700	238.000	139.990	640.039	70.001	-148.000	0.000	0.000	-4.600	93.200	0.000	78.110	3.623	5116.513	-3620.020	-2829.980	498.508	901.492	99	93	106	98	729	51	443.726	0	-60.000	0.350	20
180	42.515	Recovering: reverse | Goals: 0	1	0	1	-5665.600	-10085.500	1440.700	238.000	139.990	640.039	70.001	-148.000	0.000	0.000	-4.600	93.200	0.000	78.110	3.887	5116.513	-3620.020	-2829.980	498.508	901.492	99	93	106	98	729	51	443.726	0	-60.000	0.350	20
181	42.791	Recovering: reverse | Goals: 0	1	0	1	-5665.100	-10085.200	1440.700	238.800	189.990	670.020	70.001	-148.800	0.583	58.299	-6.100	93.700	0.500	136.011	4.164	5173.604	-3620.020	-2829.980	504.980	847.627	100	94	106	97	724	52	361.612	0	-60.000	-0.350	20
182	43.056	Recovering: reverse | Goals: 0	1	0	1	-5665.100	-10085.200	1440.700	238.800	189.990	670.020	70.001	-148.800	0.000	0.000	-6.100	93.700	0.000	136.011	4.429	5173.604	-3620.020	-2829.980	504.980	847.627	100	94	106	97	724	52	361.612	0	-60.000	-0.350	20
183	43.325	Recovering: reverse | Goals: 0	1	0	1	-5665.100	-10085.200	1440.700	238.800	189.990	670.020	70.001	-148.800	0.000	0.000	-6.100	93.700	0.000	136.011	4.697	5173.604	-3620.020	-2829.980	504.980	847.627	100	94	106	97	724	52	361.612	0	-60.000	-0.350	20
184	43.593	Recovering: reverse | Goals: 0	1	0	1	-5664.500	-10084.900	1440.700	239.600	250.000	700.000	70.001	-149.600	0.671	67.082	-7.500	94.400	0.700	202.480	4.965	5238.112	-3620.020	-2829.980	504.980	305.616	101	94	106	86	669	51	469.631	0	-60.000	-0.350	20
