step_idx	elapsed_s	status	reverse_active	obstacle_added	stuck_detection_armed	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_speed	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_dist_cm	goal_x_cm	goal_y_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	path_len	waypoint_idx	waypoint_distance_cm	goals_reached	throttle_cmd	steering_cmd	obstacle_total
877	225.944	Running | Goals: 2	0	0	1	-5662.200	-10086.300	1440.600	346.900	479.980	560.058	59.992	103.100	0.000	0.000	11.300	240.400	0.000	0.000	0.000	1460.208	-848.012	1167.220	426.988	1008.975	50	48	49	57	199	52	452.033	2	30.000	-0.182	38
878	226.173	Running | Goals: 2	0	0	1	-5662.200	-10086.300	1440.600	346.900	479.980	560.058	59.992	103.100	0.000	0.000	11.300	240.400	0.000	0.000	0.000	1460.208	-848.012	1167.220	426.988	1008.975	50	48	49	57	199	52	452.033	2	30.000	-0.182	38
879	226.389	Running | Goals: 2	0	0	1	-5662.200	-10086.300	1440.600	346.900	479.980	560.058	59.992	103.100	0.000	0.000	11.300	240.400	0.000	0.000	0.000	1460.208	-848.012	1167.220	426.988	1008.975	50	48	49	57	199	52	452.033	2	30.000	-0.182	38
880	226.615	Running | Goals: 2	0	0	1	-5662.500	-10084.800	1440.600	348.000	450.000	710.058	59.992	102.000	1.530	152.967	11.300	241.800	1.400	0.000	0.000	1376.165	-848.012	1167.220	420.714	1051.294	49	51	49	58	195	53	342.490	2	30.000	-0.203	38
881	226.860	Running | Goals: 2	0	0	1	-5662.500	-10084.800	1440.600	348.000	450.000	710.058	59.992	102.000	0.000	0.000	11.300	241.800	0.000	0.000	0.000	1376.165	-848.012	1167.220	420.714	1051.294	49	51	49	58	195	53	342.490	2	30.000	-0.203	38
882	227.098	Running | Goals: 2	0	0	1	-5662.500	-10084.800	1440.600	348.000	450.000	710.058	59.992	102.000	0.000	0.000	11.300	241.800	0.000	0.000	0.000	1376.165	-848.012	1167.220	420.714	1051.294	49	51	49	58	195	53	342.490	2	30.000	-0.203	38
883	227.329	Running | Goals: 2	0	0	1	-5662.500	-10084.800	1440.600	348.000	450.000	710.058	59.992	102.000	0.000	0.000	11.300	241.800	0.000	0.000	0.000	1376.165	-848.012	1167.220	420.714	1051.294	49	51	49	58	195	53	342.490	2	30.000	-0.203	38
884	227.544	Running | Goals: 2	0	0	1	-5662.800	-10083.500	1440.500	348.500	419.971	840.039	49.994	101.500	1.338	133.778	11.300	243.200	1.400	0.000	0.000	1309.514	-848.012	1167.220	351.581	1170.426	49	54	47	61	180	54	337.391	2	30.000	0.000	38
885	227.759	Running | Goals: 2	0	0	1	-5662.800	-10083.500	1440.500	348.500	419.971	840.039	49.994	101.500	0.000	0.000	11.300	243.200	0.000	0.000	0.000	1309.514	-848.012	1167.220	351.581	1170.426	49	54	47	61	180	54	337.391	2	30.000	0.000	38
886	227.994	Running | Goals: 2	0	0	1	-5662.800	-10083.500	1440.500	348.500	419.971	840.039	49.994	101.500	0.000	0.000	11.300	243.200	0.000	0.000	0.000	1309.514	-848.012	1167.220	351.581	1170.426	49	54	47	61	180	54	337.391	2	30.000	0.000	38
887	228.228	Running | Goals: 2	0	0	1	-5662.800	-10083.500	1440.500	348.500	419.971	840.039	49.994	101.500	0.000	0.000	11.300	243.200	0.000	0.000	0.000	1309.514	-848.012	1167.220	351.581	1170.426	49	54	47	61	180	54	337.391	2	30.000	0.000	38
888	228.452	Running | Goals: 2	0	0	1	-5663.000	-10082.200	1440.500	349.100	400.000	970.020	49.994	100.900	1.315	131.506	11.300	244.500	1.300	0.000	0.000	1263.496	-848.012	1167.220	105.197	1195.020	48	57	43	61	153	53	370.855	2	20.000	1.000	38
889	228.684	Running | Goals: 2	0	0	1	-5663.000	-10082.200	1440.500	349.100	400.000	970.020	49.994	100.900	0.000	0.000	11.300	244.500	0.000	0.000	0.000	1263.496	-848.012	1167.220	105.197	1195.020	48	57	43	61	153	53	370.855	2	20.000	1.000	38
890	228.909	Running | Goals: 2	0	0	1	-5663.000	-10082.200	1440.500	349.100	400.000	970.020	49.994	100.900	0.000	0.000	11.300	244.500	0.000	0.000	0.000	1263.496	-848.012	1167.220	105.197	1195.020	48	57	43	61	153	53	370.855	2	20.000	1.000	38
891	229.144	Running | Goals: 2	0	0	1	-5663.000	-10082.200	1440.500	349.100	400.000	970.020	49.994	100.900	0.000	0.000	11.300	244.500	0.000	0.000	0.000	1263.496	-848.012	1167.220	105.197	1195.020	48	57	43	61	153	53	370.855	2	20.000	1.000	38
892	229.370	Running | Goals: 2	0	0	1	-5663.000	-10082.200	1440.500	349.100	400.000	970.020	49.994	100.900	0.000	0.000	11.300	244.500	0.000	0.000	0.000	1263.496	-848.012	1167.220	105.197	1195.020	48	57	43	61	153	53	370.855	2	20.000	1.000	38
893	229.606	Running | Goals: 2	0	0	1	-5663.300	-10080.800	1440.400	349.100	369.971	1110.058	39.996	100.900	1.436	143.571	11.300	246.000	1.500	0.000	0.000	1219.323	-848.012	1167.220	-35.706	1195.020	48	59	40	61	138	52	414.478	2	20.000	1.000	38
894	229.831	Running | Goals: 2	0	0	1	-5663.300	-10080.800	1440.400	349.100	369.971	1110.058	39.996	100.900	0.000	0.000	11.300	246.000	0.000	0.000	0.000	1219.323	-848.012	1167.220	-35.706	1195.020	48	59	40	61	138	52	414.478	2	20.000	1.000	38
895	230.069	Running | Goals: 2	0	0	1	-5663.300	-10080.800	1440.400	349.100	369.971	1110.058	39.996	100.900	0.000	0.000	11.300	246.000	0.000	0.000	0.000	1219.323	-848.012	1167.220	-35.706	1195.020	48	59	40	61	138	52	414.478	2	20.000	1.000	38
896	230.297	Running | Goals: 2	0	0	1	-5663.300	-10080.800	1440.400	349.100	369.971	1110.058	39.996	100.900	0.000	0.000	11.300	246.000	0.000	0.000	0.000	1219.323	-848.012	1167.220	-35.706	1195.020	48	59	40	61	138	52	414.478	2	20.000	1.000	38
897	230.521	Running | Goals: 2	0	0	1	-5663.700	-10079.400	1440.400	344.700	329.980	1250.000	39.996	105.300	1.455	145.543	10.900	247.400	1.400	0.000	0.000	1180.897	-848.012	1167.220	-167.202	1245.020	47	62	37	62	127	51	497.207	2	20.000	1.000	38
898	230.737	Running | Goals: 2	0	0	1	-5663.700	-10079.400	1440.400	344.700	329.980	1250.000	39.996	105.300	0.000	0.000	10.900	247.400	0.000	0.000	0.000	1180.897	-848.012	1167.220	-167.202	1245.020	47	62	37	62	127	51	497.207	2	20.000	1.000	38
899	230.962	Running | Goals: 2	0	0	1	-5663.700	-10079.400	1440.400	344.700	329.980	1250.000	39.996	105.300	0.000	0.000	10.900	247.400	0.000	0.000	0.000	1180.897	-848.012	1167.220	-167.202	1245.020	47	62	37	62	127	51	497.207	2	20.000	1.000	38
900	231.186	Running | Goals: 2	0	0	1	-5663.700	-10079.400	1440.400	344.700	329.980	1250.000	39.996	105.300	0.000	0.000	10.900	247.400	0.000	0.000	0.000	1180.897	-848.012	1167.220	-167.202	1245.020	47	62	37	62	127	51	497.207	2	20.000	1.000	38
901	231.418	Running | Goals: 2	0	0	1	-5664.300	-10078.400	1440.300	335.000	269.971	1350.000	29.999	115.000	1.171	117.052	10.100	248.600	1.200	0.000	0.000	1132.826	-848.012	1167.220	-172.985	1245.020	46	64	37	62	128	52	455.226	2	20.000	1.000	38
902	231.636	Running | Goals: 2	0	0	1	-5664.300	-10078.400	1440.300	335.000	269.971	1350.000	29.999	115.000	0.000	0.000	10.100	248.600	0.000	0.000	0.000	1132.826	-848.012	1167.220	-172.985	1245.020	46	64	37	62	128	52	455.226	2	20.000	1.000	38
903	231.865	Running | Goals: 2	0	0	1	-5664.300	-10078.400	1440.300	335.000	269.971	1350.000	29.999	115.000	0.000	0.000	10.100	248.600	0.000	0.000	0.000	1132.826	-848.012	1167.220	-172.985	1245.020	46	64	37	62	128	52	455.226	2	20.000	1.000	38
904	232.116	Running | Goals: 2	0	0	1	-5664.300	-10078.400	1440.300	335.000	269.971	1350.000	29.999	115.000	0.000	0.000	10.100	248.600	0.000	0.000	0.000	1132.826	-848.012	1167.220	-172.985	1245.020	46	64	37	62	128	52	455.226	2	20.000	1.000	38
905	232.333	Running | Goals: 2	0	0	1	-5664.300	-10078.400	1440.300	335.000	269.971	1350.000	29.999	115.000	0.000	0.000	10.100	248.600	0.000	0.000	0.000	1132.826	-848.012	1167.220	-172.985	1245.020	46	64	37	62	128	52	455.226	2	20.000	1.000	38
906	232.548	Running | Goals: 2	0	0	1	-5665.100	-10077.500	1440.300	322.600	189.990	1440.039	29.999	127.400	1.204	120.432	9.600	249.800	1.200	0.000	0.000	1073.256	-848.012	1167.220	-246.957	1295.020	44	66	36	63	125	54	460.384	2	20.000	1.000	38
907	232.782	Running | Goals: 2	0	0	1	-5665.100	-10077.500	1440.300	322.600	189.990	1440.039	29.999	127.400	0.000	0.000	9.600	249.800	0.000	0.000	0.000	1073.256	-848.012	1167.220	-246.957	1295.020	44	66	36	63	125	54	460.384	2	20.000	1.000	38
908	233.022	Running | Goals: 2	0	0	1	-5665.100	-10077.500	1440.300	322.600	189.990	1440.039	29.999	127.400	0.000	0.000	9.600	249.800	0.000	0.000	0.000	1073.256	-848.012	1167.220	-246.957	1295.020	44	66	36	63	125	54	460.384	2	20.000	1.000	38
909	233.240	Running | Goals: 2	0	0	1	-5665.100	-10077.500	1440.300	322.600	189.990	1440.039	29.999	127.400	0.000	0.000	9.600	249.800	0.000	0.000	0.000	1073.256	-848.012	1167.220	-246.957	1295.020	44	66	36	63	125	54	460.384	2	20.000	1.000	38
910	233.463	Running | Goals: 2	0	0	1	-5666.000	-10076.900	1440.300	310.200	100.000	1500.000	29.999	139.800	1.081	108.137	9.400	250.900	1.100	0.000	0.000	1004.723	-848.012	1167.220	-337.335	1345.020	42	67	34	64	119	54	463.984	2	20.000	1.000	38
911	233.678	Running | Goals: 2	0	0	1	-5666.000	-10076.900	1440.300	310.200	100.000	1500.000	29.999	139.800	0.000	0.000	9.400	250.900	0.000	0.000	0.000	1004.723	-848.012	1167.220	-337.335	1345.020	42	67	34	64	119	54	463.984	2	20.000	1.000	38
912	233.894	Running | Goals: 2	0	0	1	-5666.000	-10076.900	1440.300	310.200	100.000	1500.000	29.999	139.800	0.000	0.000	9.400	250.900	0.000	0.000	0.000	1004.723	-848.012	1167.220	-337.335	1345.020	42	67	34	64	119	54	463.984	2	20.000	1.000	38
913	234.173	Running | Goals: 2	0	0	1	-5666.000	-10076.900	1440.300	310.200	100.000	1500.000	29.999	139.800	0.000	0.000	9.400	250.900	0.000	0.000	0.000	1004.723	-848.012	1167.220	-337.335	1345.020	42	67	34	64	119	54	463.984	2	20.000	1.000	38
914	234.389	Running | Goals: 2	0	0	1	-5666.900	-10076.500	1440.300	299.800	10.010	1540.039	29.999	150.200	0.985	98.496	9.200	251.900	1.000	0.000	0.000	935.519	-848.012	1167.220	-372.633	1345.399	41	68	33	64	116	54	429.302	2	20.000	1.000	38
915	234.626	Running | Goals: 2	0	0	1	-5666.900	-10076.500	1440.300	299.800	10.010	1540.039	29.999	150.200	0.000	0.000	9.200	251.900	0.000	0.000	0.000	935.519	-848.012	1167.220	-372.633	1345.399	41	68	33	64	116	54	429.302	2	20.000	1.000	38
916	234.844	Running | Goals: 2	0	0	1	-5666.900	-10076.500	1440.300	299.800	10.010	1540.039	29.999	150.200	0.000	0.000	9.200	251.900	0.000	0.000	0.000	935.519	-848.012	1167.220	-372.633	1345.399	41	68	33	64	116	54	429.302	2	20.000	1.000	38
917	235.084	Running | Goals: 2	0	0	1	-5666.900	-10076.500	1440.300	299.800	10.010	1540.039	29.999	150.200	0.000	0.000	9.200	251.900	0.000	0.000	0.000	935.519	-848.012	1167.220	-372.633	1345.399	41	68	33	64	116	54	429.302	2	20.000	1.000	38
918	235.323	Running | Goals: 2	0	0	1	-5666.900	-10076.500	1440.300	299.800	10.010	1540.039	29.999	150.200	0.000	0.000	9.200	251.900	0.000	0.000	0.000	935.519	-848.012	1167.220	-372.633	1345.399	41	68	33	64	116	54	429.302	2	20.000	1.000	38
919	235.546	Running | Goals: 2	0	0	1	-5667.800	-10076.300	1440.300	289.600	-80.029	1560.058	29.999	160.400	0.922	92.238	9.000	252.800	0.900	0.000	0.000	862.624	-848.012	1167.220	-458.764	1309.267	39	68	31	63	106	55	454.243	2	20.000	1.000	38
920	235.770	Running | Goals: 2	0	0	1	-5667.800	-10076.300	1440.300	289.600	-80.029	1560.058	29.999	160.400	0.000	0.000	9.000	252.800	0.000	0.000	0.000	862.624	-848.012	1167.220	-458.764	1309.267	39	68	31	63	106	55	454.243	2	20.000	1.000	38
921	235.996	Running | Goals: 2	0	0	1	-5667.800	-10076.300	1440.300	289.600	-80.029	1560.058	29.999	160.400	0.000	0.000	9.000	252.800	0.000	0.000	0.000	862.624	-848.012	1167.220	-458.764	1309.267	39	68	31	63	106	55	454.243	2	20.000	1.000	38
922	236.219	Running | Goals: 2	0	0	1	-5667.800	-10076.300	1440.300	289.600	-80.029	1560.058	29.999	160.400	0.000	0.000	9.000	252.800	0.000	0.000	0.000	862.624	-848.012	1167.220	-458.764	1309.267	39	68	31	63	106	55	454.243	2	20.000	1.000	38
923	236.448	Running | Goals: 2	0	0	1	-5668.700	-10076.300	1440.300	280.100	-170.020	1560.058	29.999	169.900	0.900	89.990	8.800	253.700	0.900	0.000	0.000	783.579	-848.012	1167.220	-545.012	1273.019	37	68	30	63	96	56	472.240	2	20.000	1.000	38
924	236.688	Running | Goals: 2	0	0	1	-5668.700	-10076.300	1440.300	280.100	-170.020	1560.058	29.999	169.900	0.000	0.000	8.800	253.700	0.000	0.000	0.000	783.579	-848.012	1167.220	-545.012	1273.019	37	68	30	63	96	56	472.240	2	20.000	1.000	38
925	236.903	Running | Goals: 2	0	0	1	-5668.700	-10076.300	1440.300	280.100	-170.020	1560.058	29.999	169.900	0.000	0.000	8.800	253.700	0.000	0.000	0.000	783.579	-848.012	1167.220	-545.012	1273.019	37	68	30	63	96	56	472.240	2	20.000	1.000	38
926	237.127	Running | Goals: 2	0	0	1	-5668.700	-10076.300	1440.300	280.100	-170.020	1560.058	29.999	169.900	0.000	0.000	8.800	253.700	0.000	0.000	0.000	783.579	-848.012	1167.220	-545.012	1273.019	37	68	30	63	96	56	472.240	2	20.000	1.000	38
927	237.355	Running | Goals: 2	0	0	1	-5668.700	-10076.300	1440.300	280.100	-170.020	1560.058	29.999	169.900	0.000	0.000	8.800	253.700	0.000	0.000	0.000	783.579	-848.012	1167.220	-545.012	1273.019	37	68	30	63	96	56	472.240	2	20.000	1.000	38
928	237.573	Running | Goals: 2	0	0	1	-5669.500	-10076.400	1440.400	271.300	-250.000	1550.000	39.996	178.700	0.812	81.228	8.600	254.500	0.800	0.000	0.000	710.027	-848.012	1167.220	-624.561	1243.470	35	68	28	62	87	57	484.001	2	20.000	1.000	38
929	237.836	Running | Goals: 2	0	0	1	-5669.500	-10076.400	1440.400	271.300	-250.000	1550.000	39.996	178.700	0.000	0.000	8.600	254.500	0.000	0.000	0.000	710.027	-848.012	1167.220	-624.561	1243.470	35	68	28	62	87	57	484.001	2	20.000	1.000	38
930	238.074	Running | Goals: 2	0	0	1	-5669.500	-10076.400	1440.400	271.300	-250.000	1550.000	39.996	178.700	0.000	0.000	8.600	254.500	0.000	0.000	0.000	710.027	-848.012	1167.220	-624.561	1243.470	35	68	28	62	87	57	484.001	2	20.000	1.000	38
931	238.308	Running | Goals: 2	0	0	1	-5669.500	-10076.400	1440.400	271.300	-250.000	1550.000	39.996	178.700	0.000	0.000	8.600	254.500	0.000	0.000	0.000	710.027	-848.012	1167.220	-624.561	1243.470	35	68	28	62	87	57	484.001	2	20.000	1.000	38
932	238.532	Running | Goals: 2	0	0	1	-5670.300	-10076.700	1440.400	262.400	-330.029	1520.020	39.996	-172.400	0.855	85.461	8.600	255.300	0.800	0.000	0.000	626.717	-848.012	1167.220	-658.204	1209.827	34	68	27	61	82	57	451.573	2	20.000	1.000	38
933	238.743	Running | Goals: 2	0	0	1	-5670.300	-10076.700	1440.400	262.400	-330.029	1520.020	39.996	-172.400	0.000	0.000	8.600	255.300	0.000	0.000	0.000	626.717	-848.012	1167.220	-658.204	1209.827	34	68	27	61	82	57	451.573	2	20.000	1.000	38
934	238.959	Running | Goals: 2	0	0	1	-5670.300	-10076.700	1440.400	262.400	-330.029	1520.020	39.996	-172.400	0.000	0.000	8.600	255.300	0.000	0.000	0.000	626.717	-848.012	1167.220	-658.204	1209.827	34	68	27	61	82	57	451.573	2	20.000	1.000	38
935	239.210	Running | Goals: 2	0	0	1	-5670.300	-10076.700	1440.400	262.400	-330.029	1520.020	39.996	-172.400	0.000	0.000	8.600	255.300	0.000	0.000	0.000	626.717	-848.012	1167.220	-658.204	1209.827	34	68	27	61	82	57	451.573	2	20.000	1.000	38
936	239.422	Running | Goals: 2	0	0	1	-5670.300	-10076.700	1440.400	262.400	-330.029	1520.020	39.996	-172.400	0.000	0.000	8.600	255.300	0.000	0.000	0.000	626.717	-848.012	1167.220	-658.204	1209.827	34	68	27	61	82	57	451.573	2	20.000	1.000	38
937	239.647	Running | Goals: 2	0	0	1	-5670.900	-10077.000	1440.500	254.600	-389.990	1490.039	49.994	-164.600	0.678	67.780	8.700	256.000	0.700	0.000	0.000	560.354	-848.012	1167.220	-728.699	1189.333	33	67	26	61	73	56	452.932	2	27.588	0.749	38
938	239.860	Running | Goals: 2	0	0	1	-5670.900	-10077.000	1440.500	254.600	-389.990	1490.039	49.994	-164.600	0.000	0.000	8.700	256.000	0.000	0.000	0.000	560.354	-848.012	1167.220	-728.699	1189.333	33	67	26	61	73	56	452.932	2	27.588	0.749	38
939	240.087	Running | Goals: 2	0	0	1	-5670.900	-10077.000	1440.500	254.600	-389.990	1490.039	49.994	-164.600	0.000	0.000	8.700	256.000	0.000	0.000	0.000	560.354	-848.012	1167.220	-728.699	1189.333	33	67	26	61	73	56	452.932	2	27.588	0.749	38
940	240.314	Running | Goals: 2	0	0	1	-5670.900	-10077.000	1440.500	254.600	-389.990	1490.039	49.994	-164.600	0.000	0.000	8.700	256.000	0.000	0.000	0.000	560.354	-848.012	1167.220	-728.699	1189.333	33	67	26	61	73	56	452.932	2	27.588	0.749	38
941	240.541	Running | Goals: 2	0	0	1	-5671.600	-10077.400	1440.500	246.100	-460.010	1450.000	49.994	-156.100	0.807	80.659	8.700	256.800	0.800	0.000	0.000	480.115	-848.012	1167.220	-831.845	1152.863	31	66	24	60	60	57	475.974	2	30.000	0.421	38
942	240.753	Running | Goals: 2	0	0	1	-5671.600	-10077.400	1440.500	246.100	-460.010	1450.000	49.994	-156.100	0.000	0.000	8.700	256.800	0.000	0.000	0.000	480.115	-848.012	1167.220	-831.845	1152.863	31	66	24	60	60	57	475.974	2	30.000	0.421	38
943	240.969	Running | Goals: 2	0	0	1	-5671.600	-10077.400	1440.500	246.100	-460.010	1450.000	49.994	-156.100	0.000	0.000	8.700	256.800	0.000	0.000	0.000	480.115	-848.012	1167.220	-831.845	1152.863	31	66	24	60	60	57	475.974	2	30.000	0.421	38
944	241.198	Running | Goals: 2	0	0	1	-5671.600	-10077.400	1440.500	246.100	-460.010	1450.000	49.994	-156.100	0.000	0.000	8.700	256.800	0.000	0.000	0.000	480.115	-848.012	1167.220	-831.845	1152.863	31	66	24	60	60	57	475.974	2	30.000	0.421	38
945	241.435	Running | Goals: 2	0	0	1	-5671.600	-10077.400	1440.500	246.100	-460.010	1450.000	49.994	-156.100	0.000	0.000	8.700	256.800	0.000	0.000	0.000	480.115	-848.012	1167.220	-831.845	1152.863	31	66	24	60	60	57	475.974	2	30.000	0.421	38
946	241.679	Running | Goals: 2	0	0	1	-5672.200	-10077.800	1440.600	240.900	-520.020	1410.058	59.992	-150.900	0.728	72.777	9.400	257.500	0.700	0.000	0.000	408.105	-848.012	1167.220	-848.012	1167.220	30	65	24	60	52	51	408.105	2	30.000	0.212	38
947	241.912	Running | Goals: 2	0	0	1	-5672.200	-10077.800	1440.600	240.900	-520.020	1410.058	59.992	-150.900	0.000	0.000	9.400	257.500	0.000	0.000	0.000	408.105	-848.012	1167.220	-848.012	1167.220	30	65	24	60	52	51	408.105	2	30.000	0.212	38
948	242.127	Running | Goals: 2	0	0	1	-5672.200	-10077.800	1440.600	240.900	-520.020	1410.058	59.992	-150.900	0.000	0.000	9.400	257.500	0.000	0.000	0.000	408.105	-848.012	1167.220	-848.012	1167.220	30	65	24	60	52	51	408.105	2	30.000	0.212	38
949	242.357	Running | Goals: 2	0	0	1	-5672.200	-10077.800	1440.600	240.900	-520.020	1410.058	59.992	-150.900	0.000	0.000	9.400	257.500	0.000	0.000	0.000	408.105	-848.012	1167.220	-848.012	1167.220	30	65	24	60	52	51	408.105	2	30.000	0.212	38
950	242.582	Running | Goals: 2	0	0	1	-5672.900	-10078.300	1440.600	239.200	-589.990	1360.058	59.992	-149.200	0.860	85.999	10.500	258.400	0.900	0.000	0.000	322.121	-848.012	1167.220	-848.012	1167.220	29	64	24	60	45	44	322.121	2	30.000	0.171	38
951	242.798	Running | Goals: 2	0	0	1	-5672.900	-10078.300	1440.600	239.200	-589.990	1360.058	59.992	-149.200	0.000	0.000	10.500	258.400	0.000	0.000	0.000	322.121	-848.012	1167.220	-848.012	1167.220	29	64	24	60	45	44	322.121	2	30.000	0.171	38
952	243.028	Running | Goals: 2	0	0	1	-5672.900	-10078.300	1440.600	239.200	-589.990	1360.058	59.992	-149.200	0.000	0.000	10.500	258.400	0.000	0.000	0.000	322.121	-848.012	1167.220	-848.012	1167.220	29	64	24	60	45	44	322.121	2	30.000	0.171	38
953	243.288	Running | Goals: 2	0	0	1	-5672.900	-10078.300	1440.600	239.200	-589.990	1360.058	59.992	-149.200	0.000	0.000	10.500	258.400	0.000	0.000	0.000	322.121	-848.012	1167.220	-848.012	1167.220	29	64	24	60	45	44	322.121	2	30.000	0.171	38
954	243.503	Running | Goals: 2	0	0	1	-5673.600	-10078.700	1440.700	238.300	-660.010	1320.020	70.001	-148.300	0.813	81.278	11.100	259.300	0.900	0.000	0.000	242.266	-848.012	1167.220	-848.012	1167.220	27	64	24	60	37	36	242.266	2	30.000	0.212	38
955	243.716	Running | Goals: 2	0	0	1	-5673.600	-10078.700	1440.700	238.300	-660.010	1320.020	70.001	-148.300	0.000	0.000	11.100	259.300	0.000	0.000	0.000	242.266	-848.012	1167.220	-848.012	1167.220	27	64	24	60	37	36	242.266	2	30.000	0.212	38
956	243.949	Running | Goals: 2	0	0	1	-5673.600	-10078.700	1440.700	238.300	-660.010	1320.020	70.001	-148.300	0.000	0.000	11.100	259.300	0.000	0.000	0.000	242.266	-848.012	1167.220	-848.012	1167.220	27	64	24	60	37	36	242.266	2	30.000	0.212	38
957	244.177	Running | Goals: 2	0	0	1	-5673.600	-10078.700	1440.700	238.300	-660.010	1320.020	70.001	-148.300	0.000	0.000	11.100	259.300	0.000	0.000	0.000	242.266	-848.012	1167.220	-848.012	1167.220	27	64	24	60	37	36	242.266	2	30.000	0.212	38
958	244.417	Running | Goals: 2	0	0	1	-5673.600	-10078.700	1440.700	238.300	-660.010	1320.020	70.001	-148.300	0.000	0.000	11.100	259.300	0.000	0.000	0.000	242.266	-848.012	1167.220	-848.012	1167.220	27	64	24	60	37	36	242.266	2	30.000	0.212	38
959	244.630	Reached goal 3 | Goals: 3	0	0	1	-5674.500	-10079.300	1440.800	237.800	-750.000	1260.058	79.999	-147.800	1.086	108.598	11.000	260.300	1.000	0.000	0.000	5297.392	3605.157	-1755.728	-293.065	1169.272	24	84	33	82	623	53	465.866	3	0.000	0.000	38
960	245.164	Running | Goals: 3	0	0	1	-5674.500	-10079.300	1440.800	237.800	-750.000	1260.058	79.999	-147.800	0.000	0.000	11.000	260.300	0.000	0.000	0.000	5297.392	3605.157	-1755.728	-293.065	1169.272	24	84	33	82	623	53	465.866	3	20.000	1.000	38
961	245.397	Running | Goals: 3	0	0	1	-5674.500	-10079.300	1440.800	237.800	-750.000	1260.058	79.999	-147.800	0.000	0.000	11.000	260.300	0.000	0.000	0.000	5297.392	3605.157	-1755.728	-293.065	1169.272	24	84	33	82	623	53	465.866	3	20.000	1.000	38
962	245.629	Running | Goals: 3	0	0	1	-5675.300	-10079.800	1440.800	237.600	-830.029	1210.058	79.999	-147.600	0.944	94.365	9.600	261.300	1.000	0.000	0.000	5335.426	3605.157	-1755.728	-356.208	1169.272	22	83	31	82	629	52	475.574	3	20.000	1.000	38
963	245.876	Running | Goals: 3	0	0	1	-5675.300	-10079.800	1440.800	237.600	-830.029	1210.058	79.999	-147.600	0.000	0.000	9.600	261.300	0.000	0.000	0.000	5335.426	3605.157	-1755.728	-356.208	1169.272	22	83	31	82	629	52	475.574	3	20.000	1.000	38
964	246.113	Running | Goals: 3	0	0	1	-5675.300	-10079.800	1440.800	237.600	-830.029	1210.058	79.999	-147.600	0.000	0.000	9.600	261.300	0.000	0.000	0.000	5335.426	3605.157	-1755.728	-356.208	1169.272	22	83	31	82	629	52	475.574	3	20.000	1.000	38
965	246.346	Running | Goals: 3	0	0	1	-5675.300	-10079.800	1440.800	237.600	-830.029	1210.058	79.999	-147.600	0.000	0.000	9.600	261.300	0.000	0.000	0.000	5335.426	3605.157	-1755.728	-356.208	1169.272	22	83	31	82	629	52	475.574	3	20.000	1.000	38
966	246.597	Running | Goals: 3	0	0	1	-5675.900	-10080.200	1440.900	236.900	-889.990	1170.020	89.996	-146.900	0.728	72.790	8.900	262.000	0.700	0.000	0.000	5363.427	3605.157	-1755.728	-390.009	1169.272	21	82	31	82	631	51	499.982	3	20.000	1.000	38
967	246.848	Running | Goals: 3	0	0	1	-5675.900	-10080.200	1440.900	236.900	-889.990	1170.020	89.996	-146.900	0.000	0.000	8.900	262.000	0.000	0.000	0.000	5363.427	3605.157	-1755.728	-390.009	1169.272	21	82	31	82	631	51	499.982	3	20.000	1.000	38
968	247.080	Running | Goals: 3	0	0	1	-5675.900	-10080.200	1440.900	236.900	-889.990	1170.020	89.996	-146.900	0.000	0.000	8.900	262.000	0.000	0.000	0.000	5363.427	3605.157	-1755.728	-390.009	1169.272	21	82	31	82	631	51	499.982	3	20.000	1.000	38
969	247.319	Running | Goals: 3	0	0	1	-5675.900	-10080.200	1440.900	236.900	-889.990	1170.020	89.996	-146.900	0.000	0.000	8.900	262.000	0.000	0.000	0.000	5363.427	3605.157	-1755.728	-390.009	1169.272	21	82	31	82	631	51	499.982	3	20.000	1.000	38
970	247.555	Running | Goals: 3	0	0	1	-5676.700	-10080.800	1441.000	233.800	-970.020	1110.058	99.994	-143.800	1.005	100.499	9.000	263.000	1.000	0.000	0.000	5398.609	3605.157	-1755.728	-506.184	1169.272	19	81	28	82	644	52	467.600	3	20.000	1.000	38
971	247.789	Running | Goals: 3	0	0	1	-5676.700	-10080.800	1441.000	233.800	-970.020	1110.058	99.994	-143.800	0.000	0.000	9.000	263.000	0.000	0.000	0.000	5398.609	3605.157	-1755.728	-506.184	1169.272	19	81	28	82	644	52	467.600	3	20.000	1.000	38
972	248.028	Running | Goals: 3	0	0	1	-5676.700	-10080.800	1441.000	233.800	-970.020	1110.058	99.994	-143.800	0.000	0.000	9.000	263.000	0.000	0.000	0.000	5398.609	3605.157	-1755.728	-506.184	1169.272	19	81	28	82	644	52	467.600	3	20.000	1.000	38
