elapsed_s,step_idx,rover_x_cm,rover_y_cm,rover_heading_deg,sensor_index,sensor_label,sensor_x_cm,sensor_y_cm,sensor_yaw_deg,distance_cm,is_obstacle
9.045,42,-5664.00,-10061.50,181.70,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,495.22,1
9.045,42,-5664.00,-10061.50,181.70,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
9.045,42,-5664.00,-10061.50,181.70,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,499.34,1
9.045,42,-5664.00,-10061.50,181.70,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,447.40,1
9.045,42,-5664.00,-10061.50,181.70,5,front_left_frame_pitch_n25,325.00,75.00,0.00,402.78,1
9.045,42,-5664.00,-10061.50,181.70,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,403.92,1
9.045,42,-5664.00,-10061.50,181.70,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,431.91,1
9.045,42,-5664.00,-10061.50,181.70,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,374.05,1
9.045,42,-5664.00,-10061.50,181.70,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,660.93,0
9.045,42,-5664.00,-10061.50,181.70,10,rear_left_frame_backward,-320.00,80.00,180.00,417.72,1
9.045,42,-5664.00,-10061.50,181.70,11,rear_right_frame_backward,-320.00,-50.00,180.00,323.49,1
9.045,42,-5664.00,-10061.50,181.70,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,549.73,1
9.045,42,-5664.00,-10061.50,181.70,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,989.61,0
9.045,42,-5664.00,-10061.50,181.70,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,1053.86,0
9.045,42,-5664.00,-10061.50,181.70,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
9.045,42,-5664.00,-10061.50,181.70,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,665.00,0
9.267,43,-5664.00,-10061.50,181.70,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
9.267,43,-5664.00,-10061.50,181.70,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,495.22,1
9.267,43,-5664.00,-10061.50,181.70,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
9.267,43,-5664.00,-10061.50,181.70,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,499.34,1
9.267,43,-5664.00,-10061.50,181.70,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,447.40,1
9.267,43,-5664.00,-10061.50,181.70,5,front_left_frame_pitch_n25,325.00,75.00,0.00,402.78,1
9.267,43,-5664.00,-10061.50,181.70,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,403.92,1
9.267,43,-5664.00,-10061.50,181.70,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,431.91,1
9.267,43,-5664.00,-10061.50,181.70,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,374.05,1
9.267,43,-5664.00,-10061.50,181.70,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,660.93,0
9.267,43,-5664.00,-10061.50,181.70,10,rear_left_frame_backward,-320.00,80.00,180.00,417.72,1
9.267,43,-5664.00,-10061.50,181.70,11,rear_right_frame_backward,-320.00,-50.00,180.00,323.49,1
9.267,43,-5664.00,-10061.50,181.70,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,549.73,1
9.267,43,-5664.00,-10061.50,181.70,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,989.61,0
9.267,43,-5664.00,-10061.50,181.70,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,1053.86,0
9.267,43,-5664.00,-10061.50,181.70,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
9.267,43,-5664.00,-10061.50,181.70,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,665.00,0
9.480,44,-5664.00,-10061.50,181.70,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
9.480,44,-5664.00,-10061.50,181.70,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,495.22,1
9.480,44,-5664.00,-10061.50,181.70,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
9.480,44,-5664.00,-10061.50,181.70,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,499.34,1
9.480,44,-5664.00,-10061.50,181.70,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,447.40,1
9.480,44,-5664.00,-10061.50,181.70,5,front_left_frame_pitch_n25,325.00,75.00,0.00,402.78,1
9.480,44,-5664.00,-10061.50,181.70,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,403.92,1
9.480,44,-5664.00,-10061.50,181.70,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,431.91,1
9.480,44,-5664.00,-10061.50,181.70,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,374.05,1
9.480,44,-5664.00,-10061.50,181.70,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,660.93,0
9.480,44,-5664.00,-10061.50,181.70,10,rear_left_frame_backward,-320.00,80.00,180.00,417.72,1
9.480,44,-5664.00,-10061.50,181.70,11,rear_right_frame_backward,-320.00,-50.00,180.00,323.49,1
9.480,44,-5664.00,-10061.50,181.70,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,549.73,1
9.480,44,-5664.00,-10061.50,181.70,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,989.61,0
9.480,44,-5664.00,-10061.50,181.70,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,1053.86,0
9.480,44,-5664.00,-10061.50,181.70,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
9.480,44,-5664.00,-10061.50,181.70,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,665.00,0
9.700,45,-5664.00,-10061.20,181.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
9.700,45,-5664.00,-10061.20,181.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,498.19,1
9.700,45,-5664.00,-10061.20,181.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
9.700,45,-5664.00,-10061.20,181.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,522.56,1
9.700,45,-5664.00,-10061.20,181.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,475.23,1
9.700,45,-5664.00,-10061.20,181.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,410.09,1
9.700,45,-5664.00,-10061.20,181.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,416.33,1
9.700,45,-5664.00,-10061.20,181.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,413.81,1
9.700,45,-5664.00,-10061.20,181.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.84,1
9.700,45,-5664.00,-10061.20,181.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,629.70,0
9.700,45,-5664.00,-10061.20,181.80,10,rear_left_frame_backward,-320.00,80.00,180.00,395.88,1
9.700,45,-5664.00,-10061.20,181.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,308.04,1
9.700,45,-5664.00,-10061.20,181.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,597.56,1
9.700,45,-5664.00,-10061.20,181.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,990.23,0
9.700,45,-5664.00,-10061.20,181.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
9.700,45,-5664.00,-10061.20,181.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
9.700,45,-5664.00,-10061.20,181.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,730.76,0
9.906,46,-5664.00,-10061.20,181.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
9.906,46,-5664.00,-10061.20,181.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,498.19,1
9.906,46,-5664.00,-10061.20,181.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
9.906,46,-5664.00,-10061.20,181.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,522.56,1
9.906,46,-5664.00,-10061.20,181.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,475.23,1
9.906,46,-5664.00,-10061.20,181.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,410.09,1
9.906,46,-5664.00,-10061.20,181.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,416.33,1
9.906,46,-5664.00,-10061.20,181.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,413.81,1
9.906,46,-5664.00,-10061.20,181.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.84,1
9.906,46,-5664.00,-10061.20,181.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,629.70,0
9.906,46,-5664.00,-10061.20,181.80,10,rear_left_frame_backward,-320.00,80.00,180.00,395.88,1
9.906,46,-5664.00,-10061.20,181.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,308.04,1
9.906,46,-5664.00,-10061.20,181.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,597.56,1
9.906,46,-5664.00,-10061.20,181.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,990.23,0
9.906,46,-5664.00,-10061.20,181.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
9.906,46,-5664.00,-10061.20,181.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
9.906,46,-5664.00,-10061.20,181.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,730.76,0
10.129,47,-5664.00,-10061.20,181.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
10.129,47,-5664.00,-10061.20,181.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,498.19,1
10.129,47,-5664.00,-10061.20,181.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
10.129,47,-5664.00,-10061.20,181.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,522.56,1
10.129,47,-5664.00,-10061.20,181.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,475.23,1
10.129,47,-5664.00,-10061.20,181.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,410.09,1
10.129,47,-5664.00,-10061.20,181.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,416.33,1
10.129,47,-5664.00,-10061.20,181.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,413.81,1
10.129,47,-5664.00,-10061.20,181.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.84,1
10.129,47,-5664.00,-10061.20,181.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,629.70,0
10.129,47,-5664.00,-10061.20,181.80,10,rear_left_frame_backward,-320.00,80.00,180.00,395.88,1
10.129,47,-5664.00,-10061.20,181.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,308.04,1
10.129,47,-5664.00,-10061.20,181.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,597.56,1
10.129,47,-5664.00,-10061.20,181.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,990.23,0
10.129,47,-5664.00,-10061.20,181.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
10.129,47,-5664.00,-10061.20,181.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
10.129,47,-5664.00,-10061.20,181.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,730.76,0
10.358,48,-5664.00,-10061.20,181.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
10.358,48,-5664.00,-10061.20,181.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,498.19,1
10.358,48,-5664.00,-10061.20,181.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
10.358,48,-5664.00,-10061.20,181.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,522.56,1
10.358,48,-5664.00,-10061.20,181.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,475.23,1
10.358,48,-5664.00,-10061.20,181.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,410.09,1
10.358,48,-5664.00,-10061.20,181.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,416.33,1
10.358,48,-5664.00,-10061.20,181.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,413.81,1
10.358,48,-5664.00,-10061.20,181.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,401.84,1
10.358,48,-5664.00,-10061.20,181.80,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,629.70,0
10.358,48,-5664.00,-10061.20,181.80,10,rear_left_frame_backward,-320.00,80.00,180.00,395.88,1
10.358,48,-5664.00,-10061.20,181.80,11,rear_right_frame_backward,-320.00,-50.00,180.00,308.04,1
10.358,48,-5664.00,-10061.20,181.80,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,597.56,1
10.358,48,-5664.00,-10061.20,181.80,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,990.23,0
10.358,48,-5664.00,-10061.20,181.80,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
10.358,48,-5664.00,-10061.20,181.80,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
10.358,48,-5664.00,-10061.20,181.80,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,730.76,0
10.576,49,-5663.90,-10060.90,181.90,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
10.576,49,-5663.90,-10060.90,181.90,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,516.02,1
10.576,49,-5663.90,-10060.90,181.90,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
10.576,49,-5663.90,-10060.90,181.90,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,579.40,1
10.576,49,-5663.90,-10060.90,181.90,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,507.73,1
10.576,49,-5663.90,-10060.90,181.90,5,front_left_frame_pitch_n25,325.00,75.00,0.00,431.48,1
10.576,49,-5663.90,-10060.90,181.90,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,446.31,1
10.576,49,-5663.90,-10060.90,181.90,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,377.54,1
10.576,49,-5663.90,-10060.90,181.90,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,440.21,1
10.576,49,-5663.90,-10060.90,181.90,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,574.88,1
10.576,49,-5663.90,-10060.90,181.90,10,rear_left_frame_backward,-320.00,80.00,180.00,349.93,1
10.576,49,-5663.90,-10060.90,181.90,11,rear_right_frame_backward,-320.00,-50.00,180.00,264.37,1
10.576,49,-5663.90,-10060.90,181.90,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,629.06,0
10.576,49,-5663.90,-10060.90,181.90,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1050.15,0
10.576,49,-5663.90,-10060.90,181.90,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
10.576,49,-5663.90,-10060.90,181.90,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
10.576,49,-5663.90,-10060.90,181.90,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,917.92,0
10.782,50,-5663.90,-10060.90,181.90,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
10.782,50,-5663.90,-10060.90,181.90,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,516.02,1
10.782,50,-5663.90,-10060.90,181.90,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
10.782,50,-5663.90,-10060.90,181.90,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,579.40,1
10.782,50,-5663.90,-10060.90,181.90,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,507.73,1
10.782,50,-5663.90,-10060.90,181.90,5,front_left_frame_pitch_n25,325.00,75.00,0.00,431.48,1
10.782,50,-5663.90,-10060.90,181.90,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,446.31,1
10.782,50,-5663.90,-10060.90,181.90,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,377.54,1
10.782,50,-5663.90,-10060.90,181.90,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,440.21,1
10.782,50,-5663.90,-10060.90,181.90,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,574.88,1
10.782,50,-5663.90,-10060.90,181.90,10,rear_left_frame_backward,-320.00,80.00,180.00,349.93,1
10.782,50,-5663.90,-10060.90,181.90,11,rear_right_frame_backward,-320.00,-50.00,180.00,264.37,1
10.782,50,-5663.90,-10060.90,181.90,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,629.06,0
10.782,50,-5663.90,-10060.90,181.90,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1050.15,0
10.782,50,-5663.90,-10060.90,181.90,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
10.782,50,-5663.90,-10060.90,181.90,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
10.782,50,-5663.90,-10060.90,181.90,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,917.92,0
10.988,51,-5663.90,-10060.90,181.90,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
10.988,51,-5663.90,-10060.90,181.90,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,516.02,1
10.988,51,-5663.90,-10060.90,181.90,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
10.988,51,-5663.90,-10060.90,181.90,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,579.40,1
10.988,51,-5663.90,-10060.90,181.90,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,507.73,1
10.988,51,-5663.90,-10060.90,181.90,5,front_left_frame_pitch_n25,325.00,75.00,0.00,431.48,1
10.988,51,-5663.90,-10060.90,181.90,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,446.31,1
10.988,51,-5663.90,-10060.90,181.90,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,377.54,1
10.988,51,-5663.90,-10060.90,181.90,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,440.21,1
10.988,51,-5663.90,-10060.90,181.90,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,574.88,1
10.988,51,-5663.90,-10060.90,181.90,10,rear_left_frame_backward,-320.00,80.00,180.00,349.93,1
10.988,51,-5663.90,-10060.90,181.90,11,rear_right_frame_backward,-320.00,-50.00,180.00,264.37,1
10.988,51,-5663.90,-10060.90,181.90,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,629.06,0
10.988,51,-5663.90,-10060.90,181.90,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1050.15,0
10.988,51,-5663.90,-10060.90,181.90,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
10.988,51,-5663.90,-10060.90,181.90,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
10.988,51,-5663.90,-10060.90,181.90,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,917.92,0
11.209,52,-5663.90,-10060.90,181.90,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
11.209,52,-5663.90,-10060.90,181.90,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,516.02,1
11.209,52,-5663.90,-10060.90,181.90,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
11.209,52,-5663.90,-10060.90,181.90,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,579.40,1
11.209,52,-5663.90,-10060.90,181.90,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,507.73,1
11.209,52,-5663.90,-10060.90,181.90,5,front_left_frame_pitch_n25,325.00,75.00,0.00,431.48,1
11.209,52,-5663.90,-10060.90,181.90,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,446.31,1
11.209,52,-5663.90,-10060.90,181.90,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,377.54,1
11.209,52,-5663.90,-10060.90,181.90,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,440.21,1
11.209,52,-5663.90,-10060.90,181.90,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,574.88,1
11.209,52,-5663.90,-10060.90,181.90,10,rear_left_frame_backward,-320.00,80.00,180.00,349.93,1
11.209,52,-5663.90,-10060.90,181.90,11,rear_right_frame_backward,-320.00,-50.00,180.00,264.37,1
11.209,52,-5663.90,-10060.90,181.90,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,629.06,0
11.209,52,-5663.90,-10060.90,181.90,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1050.15,0
11.209,52,-5663.90,-10060.90,181.90,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
11.209,52,-5663.90,-10060.90,181.90,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
11.209,52,-5663.90,-10060.90,181.90,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,917.92,0
11.415,53,-5663.90,-10060.90,181.90,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
11.415,53,-5663.90,-10060.90,181.90,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,516.02,1
11.415,53,-5663.90,-10060.90,181.90,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
11.415,53,-5663.90,-10060.90,181.90,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,579.40,1
11.415,53,-5663.90,-10060.90,181.90,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,507.73,1
11.415,53,-5663.90,-10060.90,181.90,5,front_left_frame_pitch_n25,325.00,75.00,0.00,431.48,1
11.415,53,-5663.90,-10060.90,181.90,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,446.31,1
11.415,53,-5663.90,-10060.90,181.90,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,377.54,1
11.415,53,-5663.90,-10060.90,181.90,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,440.21,1
11.415,53,-5663.90,-10060.90,181.90,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,574.88,1
11.415,53,-5663.90,-10060.90,181.90,10,rear_left_frame_backward,-320.00,80.00,180.00,349.93,1
11.415,53,-5663.90,-10060.90,181.90,11,rear_right_frame_backward,-320.00,-50.00,180.00,264.37,1
11.415,53,-5663.90,-10060.90,181.90,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,629.06,0
11.415,53,-5663.90,-10060.90,181.90,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1050.15,0
11.415,53,-5663.90,-10060.90,181.90,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
11.415,53,-5663.90,-10060.90,181.90,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
11.415,53,-5663.90,-10060.90,181.90,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,917.92,0
11.633,54,-5663.90,-10060.80,182.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
11.633,54,-5663.90,-10060.80,182.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,519.68,1
11.633,54,-5663.90,-10060.80,182.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
11.633,54,-5663.90,-10060.80,182.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,605.88,0
11.633,54,-5663.90,-10060.80,182.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,528.33,1
11.633,54,-5663.90,-10060.80,182.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,438.11,1
11.633,54,-5663.90,-10060.80,182.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,457.77,1
11.633,54,-5663.90,-10060.80,182.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,353.39,1
11.633,54,-5663.90,-10060.80,182.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,453.53,1
11.633,54,-5663.90,-10060.80,182.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,534.49,1
11.633,54,-5663.90,-10060.80,182.00,10,rear_left_frame_backward,-320.00,80.00,180.00,318.19,1
11.633,54,-5663.90,-10060.80,182.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,232.07,1
11.633,54,-5663.90,-10060.80,182.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,626.13,0
11.633,54,-5663.90,-10060.80,182.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1074.74,0
11.633,54,-5663.90,-10060.80,182.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
11.633,54,-5663.90,-10060.80,182.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
11.633,54,-5663.90,-10060.80,182.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,1034.10,0
11.839,55,-5663.90,-10060.80,182.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
11.839,55,-5663.90,-10060.80,182.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,519.68,1
11.839,55,-5663.90,-10060.80,182.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
11.839,55,-5663.90,-10060.80,182.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,605.88,0
11.839,55,-5663.90,-10060.80,182.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,528.33,1
11.839,55,-5663.90,-10060.80,182.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,438.11,1
11.839,55,-5663.90,-10060.80,182.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,457.77,1
11.839,55,-5663.90,-10060.80,182.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,353.39,1
11.839,55,-5663.90,-10060.80,182.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,453.53,1
11.839,55,-5663.90,-10060.80,182.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,534.49,1
