elapsed_s,step_idx,rover_x_cm,rover_y_cm,rover_heading_deg,sensor_index,sensor_label,sensor_x_cm,sensor_y_cm,sensor_yaw_deg,distance_cm,is_obstacle
19.018,88,-5663.90,-10060.10,182.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,527.23,1
19.018,88,-5663.90,-10060.10,182.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
19.018,88,-5663.90,-10060.10,182.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,746.03,0
19.018,88,-5663.90,-10060.10,182.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
19.018,88,-5663.90,-10060.10,182.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,466.11,1
19.018,88,-5663.90,-10060.10,182.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,510.62,1
19.018,88,-5663.90,-10060.10,182.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,267.75,1
19.018,88,-5663.90,-10060.10,182.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,604.51,0
19.018,88,-5663.90,-10060.10,182.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,376.04,1
19.018,88,-5663.90,-10060.10,182.10,10,rear_left_frame_backward,-320.00,80.00,180.00,223.02,1
19.018,88,-5663.90,-10060.10,182.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,148.86,1
19.018,88,-5663.90,-10060.10,182.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,741.76,0
19.018,88,-5663.90,-10060.10,182.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1116.88,0
19.018,88,-5663.90,-10060.10,182.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
19.018,88,-5663.90,-10060.10,182.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
19.018,88,-5663.90,-10060.10,182.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,652.81,0
19.227,89,-5663.90,-10060.10,182.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,-3896208.75,0
19.227,89,-5663.90,-10060.10,182.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,527.23,1
19.227,89,-5663.90,-10060.10,182.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
19.227,89,-5663.90,-10060.10,182.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,746.03,0
19.227,89,-5663.90,-10060.10,182.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
19.227,89,-5663.90,-10060.10,182.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,466.11,1
19.227,89,-5663.90,-10060.10,182.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,510.62,1
19.227,89,-5663.90,-10060.10,182.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,267.75,1
19.227,89,-5663.90,-10060.10,182.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,604.51,0
19.227,89,-5663.90,-10060.10,182.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,376.04,1
19.227,89,-5663.90,-10060.10,182.10,10,rear_left_frame_backward,-320.00,80.00,180.00,223.02,1
19.227,89,-5663.90,-10060.10,182.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,148.86,1
19.227,89,-5663.90,-10060.10,182.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,741.76,0
19.227,89,-5663.90,-10060.10,182.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1116.88,0
19.227,89,-5663.90,-10060.10,182.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
19.227,89,-5663.90,-10060.10,182.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
19.227,89,-5663.90,-10060.10,182.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,652.81,0
19.451,90,-5663.90,-10060.10,182.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,-3896208.75,0
19.451,90,-5663.90,-10060.10,182.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,527.23,1
19.451,90,-5663.90,-10060.10,182.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
19.451,90,-5663.90,-10060.10,182.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,746.03,0
19.451,90,-5663.90,-10060.10,182.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
19.451,90,-5663.90,-10060.10,182.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,466.11,1
19.451,90,-5663.90,-10060.10,182.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,510.62,1
19.451,90,-5663.90,-10060.10,182.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,267.75,1
19.451,90,-5663.90,-10060.10,182.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,604.51,0
19.451,90,-5663.90,-10060.10,182.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,376.04,1
19.451,90,-5663.90,-10060.10,182.10,10,rear_left_frame_backward,-320.00,80.00,180.00,223.02,1
19.451,90,-5663.90,-10060.10,182.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,148.86,1
19.451,90,-5663.90,-10060.10,182.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,741.76,0
19.451,90,-5663.90,-10060.10,182.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1116.88,0
19.451,90,-5663.90,-10060.10,182.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
19.451,90,-5663.90,-10060.10,182.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
19.451,90,-5663.90,-10060.10,182.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,652.81,0
19.676,91,-5663.90,-10060.10,182.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,-3896208.75,0
19.676,91,-5663.90,-10060.10,182.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,527.23,1
19.676,91,-5663.90,-10060.10,182.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
19.676,91,-5663.90,-10060.10,182.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,746.03,0
19.676,91,-5663.90,-10060.10,182.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
19.676,91,-5663.90,-10060.10,182.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,466.11,1
19.676,91,-5663.90,-10060.10,182.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,510.62,1
19.676,91,-5663.90,-10060.10,182.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,267.75,1
19.676,91,-5663.90,-10060.10,182.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,604.51,0
19.676,91,-5663.90,-10060.10,182.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,376.04,1
19.676,91,-5663.90,-10060.10,182.10,10,rear_left_frame_backward,-320.00,80.00,180.00,223.02,1
19.676,91,-5663.90,-10060.10,182.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,148.86,1
19.676,91,-5663.90,-10060.10,182.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,741.76,0
19.676,91,-5663.90,-10060.10,182.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1116.88,0
19.676,91,-5663.90,-10060.10,182.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
19.676,91,-5663.90,-10060.10,182.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
19.676,91,-5663.90,-10060.10,182.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,652.81,0
19.890,92,-5663.90,-10060.10,182.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
19.890,92,-5663.90,-10060.10,182.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.75,1
19.890,92,-5663.90,-10060.10,182.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
19.890,92,-5663.90,-10060.10,182.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,744.65,0
19.890,92,-5663.90,-10060.10,182.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
19.890,92,-5663.90,-10060.10,182.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,465.73,1
19.890,92,-5663.90,-10060.10,182.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,510.08,1
19.890,92,-5663.90,-10060.10,182.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,268.74,1
19.890,92,-5663.90,-10060.10,182.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,606.46,0
19.890,92,-5663.90,-10060.10,182.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,377.44,1
19.890,92,-5663.90,-10060.10,182.10,10,rear_left_frame_backward,-320.00,80.00,180.00,224.87,1
19.890,92,-5663.90,-10060.10,182.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,151.05,1
19.890,92,-5663.90,-10060.10,182.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.02,0
19.890,92,-5663.90,-10060.10,182.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1113.80,0
19.890,92,-5663.90,-10060.10,182.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
19.890,92,-5663.90,-10060.10,182.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
19.890,92,-5663.90,-10060.10,182.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,651.45,0
20.097,93,-5663.90,-10060.10,182.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
20.097,93,-5663.90,-10060.10,182.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.75,1
20.097,93,-5663.90,-10060.10,182.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
20.097,93,-5663.90,-10060.10,182.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,744.65,0
20.097,93,-5663.90,-10060.10,182.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
20.097,93,-5663.90,-10060.10,182.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,465.73,1
20.097,93,-5663.90,-10060.10,182.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,510.08,1
20.097,93,-5663.90,-10060.10,182.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,268.74,1
20.097,93,-5663.90,-10060.10,182.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,606.46,0
20.097,93,-5663.90,-10060.10,182.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,377.44,1
20.097,93,-5663.90,-10060.10,182.10,10,rear_left_frame_backward,-320.00,80.00,180.00,224.87,1
20.097,93,-5663.90,-10060.10,182.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,151.05,1
20.097,93,-5663.90,-10060.10,182.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.02,0
20.097,93,-5663.90,-10060.10,182.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1113.80,0
20.097,93,-5663.90,-10060.10,182.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
20.097,93,-5663.90,-10060.10,182.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
20.097,93,-5663.90,-10060.10,182.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,651.45,0
20.315,94,-5663.90,-10060.10,182.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
20.315,94,-5663.90,-10060.10,182.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.75,1
20.315,94,-5663.90,-10060.10,182.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
20.315,94,-5663.90,-10060.10,182.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,744.65,0
20.315,94,-5663.90,-10060.10,182.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
20.315,94,-5663.90,-10060.10,182.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,465.73,1
20.315,94,-5663.90,-10060.10,182.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,510.08,1
20.315,94,-5663.90,-10060.10,182.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,268.74,1
20.315,94,-5663.90,-10060.10,182.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,606.46,0
20.315,94,-5663.90,-10060.10,182.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,377.44,1
20.315,94,-5663.90,-10060.10,182.10,10,rear_left_frame_backward,-320.00,80.00,180.00,224.87,1
20.315,94,-5663.90,-10060.10,182.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,151.05,1
20.315,94,-5663.90,-10060.10,182.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.02,0
20.315,94,-5663.90,-10060.10,182.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1113.80,0
20.315,94,-5663.90,-10060.10,182.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
20.315,94,-5663.90,-10060.10,182.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
20.315,94,-5663.90,-10060.10,182.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,651.45,0
20.537,95,-5663.90,-10060.10,182.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
20.537,95,-5663.90,-10060.10,182.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.75,1
20.537,95,-5663.90,-10060.10,182.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
20.537,95,-5663.90,-10060.10,182.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,744.65,0
20.537,95,-5663.90,-10060.10,182.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
20.537,95,-5663.90,-10060.10,182.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,465.73,1
20.537,95,-5663.90,-10060.10,182.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,510.08,1
20.537,95,-5663.90,-10060.10,182.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,268.74,1
20.537,95,-5663.90,-10060.10,182.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,606.46,0
20.537,95,-5663.90,-10060.10,182.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,377.44,1
20.537,95,-5663.90,-10060.10,182.10,10,rear_left_frame_backward,-320.00,80.00,180.00,224.87,1
20.537,95,-5663.90,-10060.10,182.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,151.05,1
20.537,95,-5663.90,-10060.10,182.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.02,0
20.537,95,-5663.90,-10060.10,182.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1113.80,0
20.537,95,-5663.90,-10060.10,182.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
20.537,95,-5663.90,-10060.10,182.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
20.537,95,-5663.90,-10060.10,182.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,651.45,0
20.760,96,-5663.90,-10060.20,182.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,14.43,1
20.760,96,-5663.90,-10060.20,182.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.83,1
20.760,96,-5663.90,-10060.20,182.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
20.760,96,-5663.90,-10060.20,182.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,735.20,0
20.760,96,-5663.90,-10060.20,182.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
20.760,96,-5663.90,-10060.20,182.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,464.66,1
20.760,96,-5663.90,-10060.20,182.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,507.27,1
20.760,96,-5663.90,-10060.20,182.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,276.27,1
20.760,96,-5663.90,-10060.20,182.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,592.14,1
20.760,96,-5663.90,-10060.20,182.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,389.62,1
20.760,96,-5663.90,-10060.20,182.00,10,rear_left_frame_backward,-320.00,80.00,180.00,233.06,1
20.760,96,-5663.90,-10060.20,182.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,159.56,1
20.760,96,-5663.90,-10060.20,182.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.75,0
20.760,96,-5663.90,-10060.20,182.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1109.62,0
20.760,96,-5663.90,-10060.20,182.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
20.760,96,-5663.90,-10060.20,182.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
20.760,96,-5663.90,-10060.20,182.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,645.57,0
20.970,97,-5663.90,-10060.20,182.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,14.43,1
20.970,97,-5663.90,-10060.20,182.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.83,1
20.970,97,-5663.90,-10060.20,182.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
20.970,97,-5663.90,-10060.20,182.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,735.20,0
20.970,97,-5663.90,-10060.20,182.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
20.970,97,-5663.90,-10060.20,182.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,464.66,1
20.970,97,-5663.90,-10060.20,182.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,507.27,1
20.970,97,-5663.90,-10060.20,182.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,276.27,1
20.970,97,-5663.90,-10060.20,182.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,592.14,1
20.970,97,-5663.90,-10060.20,182.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,389.62,1
20.970,97,-5663.90,-10060.20,182.00,10,rear_left_frame_backward,-320.00,80.00,180.00,233.06,1
20.970,97,-5663.90,-10060.20,182.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,159.56,1
20.970,97,-5663.90,-10060.20,182.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.75,0
20.970,97,-5663.90,-10060.20,182.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1109.62,0
20.970,97,-5663.90,-10060.20,182.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
20.970,97,-5663.90,-10060.20,182.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
20.970,97,-5663.90,-10060.20,182.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,645.57,0
21.181,98,-5663.90,-10060.20,182.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,14.43,1
21.181,98,-5663.90,-10060.20,182.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.83,1
21.181,98,-5663.90,-10060.20,182.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
21.181,98,-5663.90,-10060.20,182.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,735.20,0
21.181,98,-5663.90,-10060.20,182.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
21.181,98,-5663.90,-10060.20,182.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,464.66,1
21.181,98,-5663.90,-10060.20,182.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,507.27,1
21.181,98,-5663.90,-10060.20,182.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,276.27,1
21.181,98,-5663.90,-10060.20,182.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,592.14,1
21.181,98,-5663.90,-10060.20,182.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,389.62,1
21.181,98,-5663.90,-10060.20,182.00,10,rear_left_frame_backward,-320.00,80.00,180.00,233.06,1
21.181,98,-5663.90,-10060.20,182.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,159.56,1
21.181,98,-5663.90,-10060.20,182.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.75,0
21.181,98,-5663.90,-10060.20,182.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1109.62,0
21.181,98,-5663.90,-10060.20,182.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
21.181,98,-5663.90,-10060.20,182.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
21.181,98,-5663.90,-10060.20,182.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,645.57,0
21.401,99,-5663.90,-10060.20,182.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,14.43,1
21.401,99,-5663.90,-10060.20,182.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.83,1
21.401,99,-5663.90,-10060.20,182.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
21.401,99,-5663.90,-10060.20,182.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,735.20,0
21.401,99,-5663.90,-10060.20,182.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
21.401,99,-5663.90,-10060.20,182.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,464.66,1
21.401,99,-5663.90,-10060.20,182.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,507.27,1
21.401,99,-5663.90,-10060.20,182.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,276.27,1
21.401,99,-5663.90,-10060.20,182.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,592.14,1
21.401,99,-5663.90,-10060.20,182.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,389.62,1
21.401,99,-5663.90,-10060.20,182.00,10,rear_left_frame_backward,-320.00,80.00,180.00,233.06,1
21.401,99,-5663.90,-10060.20,182.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,159.56,1
21.401,99,-5663.90,-10060.20,182.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.75,0
21.401,99,-5663.90,-10060.20,182.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1109.62,0
21.401,99,-5663.90,-10060.20,182.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
21.401,99,-5663.90,-10060.20,182.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
21.401,99,-5663.90,-10060.20,182.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,645.57,0
21.621,100,-5663.90,-10060.20,182.00,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,14.43,1
21.621,100,-5663.90,-10060.20,182.00,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,526.83,1
21.621,100,-5663.90,-10060.20,182.00,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
21.621,100,-5663.90,-10060.20,182.00,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,735.20,0
21.621,100,-5663.90,-10060.20,182.00,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
21.621,100,-5663.90,-10060.20,182.00,5,front_left_frame_pitch_n25,325.00,75.00,0.00,464.66,1
21.621,100,-5663.90,-10060.20,182.00,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,507.27,1
21.621,100,-5663.90,-10060.20,182.00,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,276.27,1
21.621,100,-5663.90,-10060.20,182.00,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,592.14,1
21.621,100,-5663.90,-10060.20,182.00,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,389.62,1
21.621,100,-5663.90,-10060.20,182.00,10,rear_left_frame_backward,-320.00,80.00,180.00,233.06,1
21.621,100,-5663.90,-10060.20,182.00,11,rear_right_frame_backward,-320.00,-50.00,180.00,159.56,1
21.621,100,-5663.90,-10060.20,182.00,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,746.75,0
21.621,100,-5663.90,-10060.20,182.00,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1109.62,0
21.621,100,-5663.90,-10060.20,182.00,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
21.621,100,-5663.90,-10060.20,182.00,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
21.621,100,-5663.90,-10060.20,182.00,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,645.57,0
21.830,101,-5663.90,-10060.20,181.80,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
21.830,101,-5663.90,-10060.20,181.80,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,527.20,1
21.830,101,-5663.90,-10060.20,181.80,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
21.830,101,-5663.90,-10060.20,181.80,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,721.17,0
21.830,101,-5663.90,-10060.20,181.80,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,635.92,0
21.830,101,-5663.90,-10060.20,181.80,5,front_left_frame_pitch_n25,325.00,75.00,0.00,462.76,1
21.830,101,-5663.90,-10060.20,181.80,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,502.70,1
21.830,101,-5663.90,-10060.20,181.80,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,284.07,1
21.830,101,-5663.90,-10060.20,181.80,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,559.08,1
